Symbol,Market Cap,Short Float,Shs Float,Shs Outstand,source
SOTK,83.88M,1.73%,12.49M,15.51M,FINVIZ
SOVO,1.46B,0.14%,171.18k,100.89M,YAHOO
SOXX,Not Found,Not Found,Not Found,Not Found,YAHOO
SP,742.72M,1.59%,22.89M,23.21M,FINVIZ
SPBC,Not Found,Not Found,Not Found,Not Found,YAHOO
SPCB,18.58M,1.40%,15.40M,25.88M,FINVIZ
SPCE,4.94B,16.12%,192.78M,240.73M,FINVIZ
SPI,120.69M,4.37%,16.68M,17.01M,FINVIZ
SPKAU,N/A,N/A,N/A,N/A,YAHOO
SPKBU,-,0.17%,29.52M,-,FINVIZ
SPLK,26.84B,4.31%,158.63M,164.02M,FINVIZ
SPNE,540.50M,1.80%,30.82M,33.49M,FINVIZ
SPOK,198.60M,1.20%,18.74M,19.39M,FINVIZ
SPPI,300.25M,12.90%,137.35M,155.24M,FINVIZ
SPRO,560.87M,9.30%,26.87M,29.68M,FINVIZ
SPT,7.06B,4.37%,44.48M,53.68M,FINVIZ
SPTKU,-,0.01%,17.01M,-,FINVIZ
SPTN,826.56M,8.48%,34.90M,35.05M,FINVIZ
SPWH,760.65M,9.59%,42.75M,43.86M,FINVIZ
SPWR,5.89B,20.41%,79.60M,172.64M,FINVIZ
SQFT,42.29M,14.05%,0.40M,9.51M,FINVIZ
SQL,41.64M,1.48%,1.78M,11.7M,YAHOO
SQQQ,Not Found,Not Found,Not Found,Not Found,YAHOO
SRAD,6.38B,11.14%,8.86M,305.12M,FINVIZ
SRAX,154.30M,2.82%,20.70M,23.63M,FINVIZ
SRCL,6.13B,1.37%,91.75M,91.80M,FINVIZ
SRET,Not Found,Not Found,Not Found,Not Found,YAHOO
SREV,128.22M,0.51%,95.56M,97.60M,FINVIZ
SRGA,135.22M,4.39%,122.73M,139.4M,YAHOO
SRNE,2.11B,16.72%,275.29M,290.00M,FINVIZ
SRPT,6.94B,6.62%,75.98M,79.75M,FINVIZ
SRRA,257.60M,0.65%,11.62M,12.35M,FINVIZ
SRRK,915.24M,9.78%,33.10M,36.58M,FINVIZ
SRTS,65.52M,0.69%,11.64M,16.45M,FINVIZ
SRZN,235.38M,N/A,18.43M,35.03M,YAHOO
SSAAU,N/A,N/A,N/A,N/A,YAHOO
SSB,5.47B,3.67%,69.01M,70.87M,FINVIZ
SSKN,63.21M,0.14%,21.05M,33.88M,FINVIZ
SSNC,20.26B,0.92%,223.08M,255.70M,FINVIZ
SSNT,31.81M,0.66%,1.98M,5.06M,FINVIZ
SSP,1.53B,4.09%,57.99M,82.38M,FINVIZ
SSRM,3.33B,2.19%,215.42M,219.03M,FINVIZ
SSSS,419.16M,2.72%,23.92M,25.34M,FINVIZ
SSYS,2.18B,5.47%,64.17M,64.91M,FINVIZ
STAA,5.78B,4.08%,38.38M,47.10M,FINVIZ
STAB,114.26M,0.58%,11.02M,32.1M,YAHOO
STAF,22.91M,2.38%,9.96M,39.17M,FINVIZ
STCN,126.11M,0.24%,58.85M,62.26M,FINVIZ
STEP,4.31B,3.75%,27.25M,94.82M,FINVIZ
STER,2.01B,0.19%,81.72M,93.53M,FINVIZ
STFC,2.27B,1.20%,43.73M,44.00M,FINVIZ
STGW,2.11B,6.94%,34.00M,75.08M,FINVIZ
STIM,140.45M,4.90%,24.51M,25.90M,FINVIZ
STKL,825.97M,1.07%,103.13M,105.68M,FINVIZ
STKS,432.69M,2.64%,22.41M,31.25M,FINVIZ
STLD,13.40B,2.32%,192.69M,209.65M,FINVIZ
STNE,11.09B,4.21%,226.54M,308.16M,FINVIZ
STOK,802.47M,9.81%,19.13M,36.71M,FINVIZ
STRA,1.70B,6.37%,22.32M,23.98M,FINVIZ
STRL,694.03M,3.83%,27.61M,28.58M,FINVIZ
STRM,79.72M,1.32%,25.22M,41.29M,FINVIZ
STRO,917.68M,4.65%,41.21M,46.12M,FINVIZ
STRR,13.89M,7.30%,4.66M,5.04M,FINVIZ
STSA,180.32M,1.89%,26.52M,31.53M,FINVIZ
STTK,813.30M,6.57%,32.39M,41.91M,FINVIZ
STWO,Not Found,Not Found,Not Found,Not Found,YAHOO
STX,18.98B,5.18%,225.14M,230.00M,FINVIZ
SUMO,1.94B,4.71%,107.30M,107.88M,FINVIZ
SUMR,17.48M,1.88%,1.53M,2.15M,FINVIZ
SUNW,184.16M,18.87%,26.70M,27.05M,FINVIZ
SUPN,1.56B,14.92%,51.00M,53.01M,FINVIZ
SURF,338.57M,8.70%,41.20M,43.63M,FINVIZ
SUSB,Not Found,Not Found,Not Found,Not Found,YAHOO
SUSC,Not Found,Not Found,Not Found,Not Found,YAHOO
SUSL,Not Found,Not Found,Not Found,Not Found,YAHOO
SV,286.35M,4.10%,20.70M,28.75M,FINVIZ
SVBI,175.69M,0.18%,9.91M,12.86M,FINVIZ
SVC,1.81B,1.66%,162.60M,164.51M,FINVIZ
SVFA,750.93M,0.16%,57.85M,75.47M,FINVIZ
SVFAU,-,0.00%,57.55M,-,FINVIZ
SVFB,294.81M,0.01%,23.65M,29.15M,FINVIZ
SVFC,409.99M,0.01%,32.93M,41.04M,FINVIZ
SVOK,322.73M,0.67%,25.88M,32.34M,FINVIZ
SVOKU,-,0.00%,21.05M,-,FINVIZ
SVRA,136.42M,1.53%,104.97M,152.46M,FINVIZ
SVSVU,-,0.23%,14.98M,-,FINVIZ
SWAG,281.29M,N/A,N/A,22.81M,YAHOO
SWAGU,N/A,N/A,N/A,N/A,YAHOO
SWAV,7.50B,4.65%,32.97M,35.03M,FINVIZ
SWBI,1.03B,7.66%,47.17M,48.39M,FINVIZ
SWETU,-,0.00%,27.42M,-,FINVIZ
SWIM,1.80B,1.56%,91.41M,109.16M,FINVIZ
SWIR,629.42M,1.58%,36.92M,36.99M,FINVIZ
SWKS,27.91B,2.01%,164.62M,165.10M,FINVIZ
SWSSU,-,0.14%,4.12M,-,FINVIZ
SWTX,3.11B,9.89%,37.63M,48.42M,FINVIZ
SXTC,14.44M,2.39%,12.36M,15.51M,FINVIZ
SY,430.67M,13.35%,13.00M,107.12M,FINVIZ
SYBX,138.65M,1.32%,45.94M,52.05M,FINVIZ
SYNA,6.95B,11.30%,38.46M,39.1M,YAHOO
SYNH,9.59B,3.52%,61.25M,103.94M,FINVIZ
SYNL,105.20M,0.09%,7.73M,9.23M,FINVIZ
SYPR,83.38M,0.69%,11.19M,21.36M,FINVIZ
SYRS,261.80M,6.98%,58.98M,62.86M,FINVIZ
SYTA,12.76M,1.64%,4.64M,4.82M,YAHOO
TA,821.05M,6.31%,12.39M,14.24M,FINVIZ
TACO,303.16M,1.27%,30.55M,36.46M,FINVIZ
TAIT,23.13M,0.41%,3.05M,5.83M,FINVIZ
TALK,551.17M,N/A,82.91M,152.26M,YAHOO
TALS,697.73M,5.56%,14.55M,41.31M,FINVIZ
TANH,32.32M,4.26%,26.43M,30.26M,FINVIZ
TAOP,44.12M,3.66%,6.08M,7.67M,FINVIZ
TARA,81.66M,4.98%,9.11M,11.23M,FINVIZ
TARS,572.69M,2.25%,14.71M,20.55M,FINVIZ
TASK,5.85B,9.21%,15.18M,101.04M,FINVIZ
TAST,181.26M,3.98%,32.66M,49.92M,FINVIZ
TATT,57.65M,2.46%,2.76M,8.88M,FINVIZ
TBBK,1.74B,3.07%,52.08M,57.23M,FINVIZ
TBCPU,-,0.00%,42.40M,-,FINVIZ
TBK,2.79B,4.82%,23.42M,24.76M,FINVIZ
TBLA,2.57B,0.62%,260.93M,261.20M,FINVIZ
TBLD,N/A,N/A,N/A,N/A,YAHOO
TBLT,67.17M,2.39%,122.14M,129.3M,YAHOO
TBNK,234.59M,1.20%,7.71M,9.12M,FINVIZ
TBPH,576.84M,6.48%,61.17M,65.67M,FINVIZ
TBSAU,N/A,N/A,N/A,N/A,YAHOO
TC,44.48M,0.03%,5.38M,19.12M,FINVIZ
TCACU,-,0.00%,20.00M,-,FINVIZ
TCBI,3.03B,5.43%,49.98M,50.60M,FINVIZ
TCBIO,-,0.04%,49.95M,-,FINVIZ
TCDA,234.62M,3.68%,49.07M,50.30M,FINVIZ
TCMD,699.46M,8.11%,18.85M,19.69M,FINVIZ
TCOM,18.54B,3.20%,611.16M,635.48M,FINVIZ
TCON,72.30M,1.95%,13.94M,15.50M,FINVIZ
TCPC,832.45M,0.66%,57.35M,57.77M,FINVIZ
TCRR,246.02M,4.15%,36.77M,38.18M,FINVIZ
TCRX,213.39M,0.51%,8.98M,24.36M,FINVIZ
TCVA,502.82M,0.02%,N/A,41.1M,YAHOO
TDAC,166.54M,20.72%,2.01M,8.06M,FINVIZ
TDUP,2.08B,27.85%,21.50M,94.44M,FINVIZ
TEAM,114.13B,1.45%,137.58M,251.26M,FINVIZ
TECH,20.23B,0.93%,38.81M,38.91M,FINVIZ
TEDU,48.41M,2.49%,26.54M,56.26M,FINVIZ
TEKKU,N/A,N/A,24M,N/A,YAHOO
TELL,1.81B,14.03%,367.65M,386.05M,FINVIZ
TENB,5.68B,3.30%,100.96M,105.87M,FINVIZ
TENX,39.31M,1.83%,16.58M,17.22M,FINVIZ
TER,23.08B,3.01%,164.45M,166.00M,FINVIZ
TERN,238.58M,3.06%,23.18M,25.11M,FINVIZ
TESS,45.38M,0.57%,6.81M,8.87M,FINVIZ
TETCU,-,0.02%,38.50M,-,FINVIZ
TFFP,201.08M,2.04%,21.61M,25.37M,FINVIZ
TFSL,5.45B,1.24%,48.05M,276.86M,FINVIZ
TGA,193.33M,0.02%,65.55M,72.54M,FINVIZ
TGLS,1.37B,4.25%,20.83M,47.67M,FINVIZ
TGTX,4.52B,11.43%,119.81M,132.07M,FINVIZ
TH,413.54M,5.06%,30.43M,96.55M,FINVIZ
THCA,196.83M,0.02%,14.92M,19.43M,FINVIZ
THCPU,N/A,N/A,N/A,N/A,YAHOO
THMA,343.27M,N/A,25.42M,27.6M,YAHOO
THMAU,-,0.00%,25.42M,-,FINVIZ
THMO,20.63M,2.88%,9.48M,11.91M,FINVIZ
THRN,431.14M,0.51%,12.82k,52.51M,YAHOO
THRX,642.51M,0.96%,35.62M,37.53M,FINVIZ
THRY,1.07B,3.40%,31.79M,33.72M,FINVIZ
THTX,330.16M,0.18%,86.79M,94.60M,FINVIZ
TIG,496.79M,1.84%,12.36M,51.15M,FINVIZ
TIGR,1.00B,26.52%,61.68M,144.36M,FINVIZ
TIL,2.61B,3.75%,119.86M,128.74M,FINVIZ
TILE,856.00M,1.94%,57.78M,59.04M,FINVIZ
TIOAU,N/A,N/A,N/A,N/A,YAHOO
TIPT,520.44M,2.31%,21.12M,32.90M,FINVIZ
TIRX,36.50M,5.58%,4.18M,11.62M,FINVIZ
TITN,650.25M,2.81%,19.44M,22.26M,FINVIZ
TKNO,665.84M,2.95%,6.93M,28.01M,YAHOO
TLGT,Not Found,Not Found,Not Found,Not Found,YAHOO
TLIS,147.71M,6.13%,25.11M,25.65M,FINVIZ
TLMD,233.49M,2.37%,86.38M,89.70M,FINVIZ
TLRY,4.98B,9.05%,429.99M,449.40M,FINVIZ
TLS,1.76B,5.03%,58.04M,66.62M,FINVIZ
TLSA,162.61M,0.65%,38.92M,150.22M,FINVIZ
TLT,Not Found,Not Found,Not Found,Not Found,YAHOO
TMC,N/A,N/A,126.66M,224.38M,YAHOO
TMCI,1.10B,2.77%,32.59M,49.19M,FINVIZ
TMDI,182.01M,1.22%,110.85M,110.93M,YAHOO
TMDX,780.66M,3.66%,25.74M,27.62M,FINVIZ
TMKRU,-,0.00%,24.72M,-,FINVIZ
TMTS,272.59M,1.08%,19.43M,25.00M,FINVIZ
TMUS,143.53B,2.61%,590.82M,1.25B,FINVIZ
TNDM,8.61B,8.09%,61.25M,62.72M,FINVIZ
TNGX,1.11B,19.32%,7.29M,21.38M,FINVIZ
TNXP,197.89M,1.76%,357.27M,357.52M,YAHOO
TNYA,1.00B,3.02%,36.08M,39.01M,FINVIZ
TOMZ,22.76M,1.64%,10.42M,16.81M,FINVIZ
TOPS,55.14M,0.92%,39.73M,39.83M,FINVIZ
TOUR,157.71M,1.29%,7.76M,123.64M,FINVIZ
TPBAU,N/A,N/A,N/A,N/A,YAHOO
TPIC,1.29B,11.03%,35.87M,36.88M,FINVIZ
TPST,81.44M,N/A,6.05M,6.7M,YAHOO
TPTX,2.12B,4.87%,47.61M,49.20M,FINVIZ
TQQQ,Not Found,Not Found,Not Found,Not Found,YAHOO
TREE,2.20B,15.31%,11.51M,13.24M,FINVIZ
TRHC,697.48M,9.01%,22.73M,23.27M,FINVIZ
TRIB,43.26M,1.85%,15.85M,20.90M,FINVIZ
TRIL,2.35B,10.01%,98.89M,103.78M,FINVIZ
TRIN,434.76M,0.10%,25.04M,26.48M,FINVIZ
TRIP,4.60B,11.79%,99.67M,137.00M,FINVIZ
TRIT,N/A,10.05%,1.13M,83.2M,YAHOO
TRKA,79.86M,0.44%,18.32M,38.93M,FINVIZ
TRMB,22.13B,0.98%,250.56M,251.50M,FINVIZ
TRMD,649.48M,0.36%,25.94M,78.92M,FINVIZ
TRMK,1.96B,2.69%,55.84M,63.22M,FINVIZ
TRMR,1.29B,0.28%,51.81M,68.10M,FINVIZ
TRON,228.47M,N/A,N/A,18.5M,YAHOO
TRONU,N/A,N/A,N/A,N/A,YAHOO
TROW,48.70B,3.82%,224.76M,226.90M,FINVIZ
TRUE,405.76M,8.32%,85.69M,98.81M,FINVIZ
TRUP,4.21B,12.19%,36.44M,40.14M,FINVIZ
TRVG,952.06M,6.47%,26.11M,357.58M,FINVIZ
TRVI,26.00M,0.87%,15.99M,20.12M,FINVIZ
TRVN,167.66M,8.09%,163.20M,163.37M,FINVIZ
TSBK,230.88M,0.22%,7.29M,8.37M,FINVIZ
TSC,998.86M,1.68%,30.53M,31.28M,FINVIZ
TSCO,25.09B,2.62%,113.46M,115.13M,FINVIZ
TSEM,3.44B,0.25%,107.66M,108.04M,FINVIZ
TSHA,628.73M,11.24%,22.32M,37.48M,FINVIZ
TSIBU,-,0.01%,28.10M,-,FINVIZ
TSLA,1073.15B,3.78%,802.29M,963.33M,FINVIZ
TSP,8.38B,6.61%,138.01M,182.38M,FINVIZ
TSRI,21.33M,8.52%,0.82M,1.96M,FINVIZ
TTCF,1.52B,36.14%,37.33M,81.98M,FINVIZ
TTD,39.30B,3.29%,431.28M,475.51M,FINVIZ
TTGT,2.67B,6.37%,25.21M,28.15M,FINVIZ
TTMI,1.44B,5.02%,101.33M,107.15M,FINVIZ
TTNP,17.39M,4.12%,9.18M,9.86M,FINVIZ
TTOO,120.85M,5.18%,142.75M,154.88M,FINVIZ
TTSH,433.43M,1.00%,35.76M,50.26M,FINVIZ
TTWO,21.24B,2.51%,115.29M,115.70M,FINVIZ
TUEM,203.19M,4.15%,79.48M,84.11M,FINVIZ
TUR,Not Found,Not Found,Not Found,Not Found,YAHOO
TUSK,157.30M,2.03%,35.06M,46.40M,FINVIZ
TVAC,219.24M,0.03%,17.25M,21.56M,FINVIZ
TVACU,-,0.00%,12.66M,-,FINVIZ
TVTX,1.68B,10.41%,58.38M,60.57M,FINVIZ
TVTY,1.23B,13.42%,43.29M,49.47M,FINVIZ
TW,20.46B,1.72%,105.18M,201.75M,FINVIZ
TWCBU,N/A,N/A,N/A,N/A,YAHOO
TWKS,8.91B,0.13%,51.47M,308.46M,FINVIZ
TWLVU,-,0.00%,34.62M,-,FINVIZ
TWNK,2.43B,13.99%,129.56M,131.35M,FINVIZ
TWOU,2.30B,13.06%,72.95M,74.42M,FINVIZ
TWST,6.00B,8.13%,45.55M,48.96M,FINVIZ
TXG,17.86B,4.45%,86.22M,109.87M,FINVIZ
TXMD,324.98M,7.15%,395.22M,423.82M,YAHOO
TXN,175.01B,1.59%,920.96M,923.00M,FINVIZ
TXRH,6.13B,4.89%,66.45M,69.79M,FINVIZ
TYHT,Not Found,Not Found,Not Found,Not Found,YAHOO
TYME,175.24M,2.61%,114.92M,172.21M,FINVIZ
TYRA,889.78M,2.02%,39.44M,39.74M,FINVIZ
TZPS,351.11M,N/A,28.49M,28.75M,YAHOO
TZPSU,-,0.00%,28.49M,-,FINVIZ
UAL,14.94B,4.71%,322.88M,329.00M,FINVIZ
UBER,84.31B,4.65%,1.87B,1.88B,FINVIZ
UBFO,134.71M,0.27%,13.60M,17.01M,FINVIZ
UBND,N/A,N/A,N/A,N/A,YAHOO
UBSI,4.75B,3.36%,125.89M,128.75M,FINVIZ
UBX,132.31M,2.29%,51.46M,54.86M,FINVIZ
UCBI,3.00B,3.19%,86.00M,87.29M,FINVIZ
UCL,100.47M,1.88%,0.26M,28.33M,FINVIZ
UCRD,N/A,N/A,N/A,N/A,YAHOO
UCTT,2.28B,2.83%,43.88M,44.7M,YAHOO
UEPS,316.23M,0.78%,48.33M,56.62M,FINVIZ
UFAB,29.71M,1.48%,8.87M,9.78M,FINVIZ
UFPI,5.10B,1.34%,60.43M,61.84M,FINVIZ
UGRO,120.87M,1.67%,7.13M,11.22M,FINVIZ
UIHC,165.41M,1.97%,19.94M,42.95M,FINVIZ
UK,89.78M,0.86%,69.60M,84.52M,FINVIZ
ULBI,100.54M,0.61%,15.43M,16.02M,FINVIZ
ULCC,3.40B,11.32%,28.52M,214.34M,FINVIZ
ULTA,19.99B,2.67%,52.84M,54.67M,FINVIZ
UMBF,4.72B,1.42%,43.40M,48.30M,FINVIZ
UMPQ,4.38B,1.96%,213.41M,220.59M,FINVIZ
UNAM,17.77M,2.24%,2.15M,5.30M,FINVIZ
UNCY,43.23M,1.25%,8.58M,14.96M,FINVIZ
UNIT,3.36B,5.69%,224.49M,231.80M,FINVIZ
UNTY,273.53M,0.31%,7.26M,10.43M,FINVIZ
UONE,389.42M,1.68%,22.65M,8.22M,YAHOO
UONEK,359.16M,1.14%,24.68M,49.79M,FINVIZ
UPC,50.24M,0.55%,7.08M,16.17M,FINVIZ
UPLD,1.00B,4.70%,26.23M,30.10M,FINVIZ
UPST,25.90B,5.87%,65.66M,76.67M,FINVIZ
UPWK,6.07B,5.26%,115.75M,126.74M,FINVIZ
URBN,3.09B,10.85%,60.06M,98.31M,FINVIZ
UROY,377.54M,0.59%,65.34M,78.33M,FINVIZ
USCB,239.66M,N/A,5.88M,18.77M,YAHOO
USEG,17.52M,7.21%,4.46M,4.68M,FINVIZ
USIG,Not Found,Not Found,Not Found,Not Found,YAHOO
USIO,166.62M,0.55%,17.76M,19.99M,FINVIZ
USMC,Not Found,Not Found,Not Found,Not Found,YAHOO
USOI,Not Found,Not Found,Not Found,Not Found,YAHOO
USWS,67.74M,12.27%,14.32M,25.31M,FINVIZ
USXF,Not Found,Not Found,Not Found,Not Found,YAHOO
UTHR,8.55B,4.65%,43.44M,44.80M,FINVIZ
UTME,43.05M,1.16%,3.75M,8.68M,FINVIZ
UTSI,41.61M,0.14%,11.97M,36.00M,FINVIZ
UVSP,834.88M,1.01%,28.81M,29.39M,FINVIZ
UXIN,983.40M,1.89%,323.08M,372.32M,FINVIZ
VACC,489.90M,0.31%,24.10M,34.33M,FINVIZ
VALN,-,0.02%,35.62M,-,FINVIZ
VAQC,559.16M,0.01%,N/A,45M,YAHOO
VBIV,744.84M,9.94%,199.62M,255.14M,FINVIZ
VBLT,147.84M,4.29%,50.72M,68.09M,FINVIZ
VC,3.26B,4.75%,27.78M,28.00M,FINVIZ
VCEL,2.12B,9.04%,46.09M,46.40M,FINVIZ
VCIT,Not Found,Not Found,Not Found,Not Found,YAHOO
VCKAU,-,0.00%,13.35M,-,FINVIZ
VCLT,Not Found,Not Found,Not Found,Not Found,YAHOO
VCNX,61.06M,1.94%,26.68M,28.58M,FINVIZ
VCSH,Not Found,Not Found,Not Found,Not Found,YAHOO
VCXAU,N/A,N/A,N/A,N/A,YAHOO
VCYT,3.40B,4.08%,66.73M,67.32M,FINVIZ
VECO,1.24B,6.91%,49.24M,50.18M,FINVIZ
VECT,193.65M,4.65%,2.96M,35.86M,FINVIZ
VEEE,26.40M,1.55%,3.00M,7.06M,FINVIZ
VELO,283.76M,N/A,22.85M,23M,YAHOO
VELOU,-,0.00%,22.85M,-,FINVIZ
VENAR,N/A,N/A,N/A,N/A,YAHOO
VENAU,-,0.00%,4.07M,-,FINVIZ
VEON,3.82B,5.46%,907.67M,1.75B,FINVIZ
VERB,145.98M,9.28%,55.48M,63.15M,FINVIZ
VERI,936.48M,6.66%,27.68M,32.74M,FINVIZ
VERO,106.78M,2.05%,50.55M,54.09M,FINVIZ
VERU,672.55M,3.88%,59.66M,79.73M,FINVIZ
VERV,2.29B,6.67%,44.66M,47.95M,FINVIZ
VERX,3.07B,3.67%,39.03M,147.53M,FINVIZ
VERY,120.63M,0.21%,2.25M,14.88M,FINVIZ
VEV,129.40M,0.12%,26.69M,30.81M,FINVIZ
VFF,825.74M,8.23%,74.90M,81.07M,FINVIZ
VG,4.13B,8.17%,240.20M,251.43M,FINVIZ
VGIT,Not Found,Not Found,Not Found,Not Found,YAHOO
VGLT,Not Found,Not Found,Not Found,Not Found,YAHOO
VGSH,Not Found,Not Found,Not Found,Not Found,YAHOO
VIAC,23.70B,7.10%,592.74M,646.00M,FINVIZ
VIACA,24.37B,3.93%,581.71M,40.71M,YAHOO
VIACP,-,0.18%,580.14M,-,FINVIZ
VIAV,3.74B,3.02%,226.35M,228.40M,FINVIZ
VIEW,1.21B,36.41%,52.74M,55.50M,FINVIZ
VIH,Not Found,Not Found,Not Found,Not Found,YAHOO
VIHAU,Not Found,Not Found,Not Found,Not Found,YAHOO
VIIAU,-,0.01%,21.32M,-,FINVIZ
VINC,249.78M,6.63%,11.97M,16.35M,FINVIZ
VINO,25.61M,3.20%,7.07M,7.57M,FINVIZ
VINP,724.25M,0.74%,29.24M,54.20M,FINVIZ
VIOT,311.30M,1.51%,35.41M,69.83M,FINVIZ
VIR,4.89B,4.78%,113.46M,130.12M,FINVIZ
VIRI,42.78M,0.94%,7.44M,8.33M,FINVIZ
VIRT,4.60B,4.96%,116.38M,119.68M,FINVIZ
VIRX,219.68M,3.51%,31.82M,37.22M,FINVIZ
VISL,83.61M,10.26%,45.57M,48.05M,FINVIZ
VITL,671.74M,11.54%,27.32M,40.00M,FINVIZ
VIVE,23.13M,5.68%,10.59M,10.86M,FINVIZ
VIVO,809.02M,7.15%,43.12M,43.33M,FINVIZ
VKTX,450.35M,6.76%,70.29M,77.90M,FINVIZ
VLATU,N/A,N/A,N/A,N/A,YAHOO
VLCN,-,1.99%,1.81M,-,FINVIZ
VLDR,1.27B,21.51%,101.28M,193.00M,FINVIZ
VLON,34.27M,2.93%,3.21M,6.81M,FINVIZ
VLY,5.32B,1.92%,399.39M,405.96M,FINVIZ
VMAC,129.45M,1.16%,9.6M,10.33M,YAHOO
VMAR,57.96M,0.35%,1.28M,8.21M,FINVIZ
VMBS,Not Found,Not Found,Not Found,Not Found,YAHOO
VMD,285.30M,5.11%,35.24M,39.58M,FINVIZ
VMEO,5.62B,3.78%,141.71M,164.46M,FINVIZ
VNDA,939.03M,8.90%,54.19M,55.58M,FINVIZ
VNET,2.27B,5.98%,78.48M,144.94M,FINVIZ
VNOM,1.40B,2.08%,58.65M,64.67M,FINVIZ
VNQI,Not Found,Not Found,Not Found,Not Found,YAHOO
VNTR,327.10M,0.71%,54.52M,107.30M,FINVIZ
VOD,40.63B,0.42%,2.78B,2.79B,FINVIZ
VONE,Not Found,Not Found,Not Found,Not Found,YAHOO
VONG,Not Found,Not Found,Not Found,Not Found,YAHOO
VONV,Not Found,Not Found,Not Found,Not Found,YAHOO
VOR,555.58M,5.52%,33.12M,36.84M,FINVIZ
VOSO,285.77M,N/A,21.37M,23M,YAHOO
VOSOU,N/A,N/A,21.37M,N/A,YAHOO
VOXX,270.87M,2.88%,14.63M,24.28M,FINVIZ
VPCBU,N/A,N/A,N/A,N/A,YAHOO
VQS,79.65M,0.31%,19.72M,25.03M,FINVIZ
VRA,340.60M,6.31%,25.62M,34.00M,FINVIZ
VRAR,140.80M,3.43%,6.01M,11.00M,FINVIZ
VRAY,1.19B,5.70%,159.41M,162.28M,FINVIZ
VRCA,341.82M,13.76%,9.90M,27.51M,FINVIZ
VRDN,297.93M,2.72%,5.59M,8.11M,FINVIZ
VREX,1.06B,9.57%,39.11M,39.40M,FINVIZ
VRIG,Not Found,Not Found,Not Found,Not Found,YAHOO
VRM,2.84B,15.02%,107.57M,136.51M,FINVIZ
VRME,25.60M,1.78%,6.77M,7.39M,FINVIZ
VRNA,311.71M,2.12%,6.87M,58.85M,FINVIZ
VRNS,7.05B,3.72%,105.63M,106.39M,FINVIZ
VRNT,3.05B,8.24%,63.37M,65.19M,FINVIZ
VRPX,49.24M,10.72%,2.06M,4.96M,FINVIZ
VRRM,2.44B,3.85%,148.24M,162.38M,FINVIZ
VRSK,33.80B,1.01%,159.65M,162.01M,FINVIZ
VRSN,24.61B,0.93%,110.48M,112.39M,FINVIZ
VRTX,48.91B,1.71%,258.85M,258.99M,FINVIZ
VSAT,4.39B,11.72%,70.28M,71.54M,FINVIZ
VSTA,338.12M,1.36%,18.39M,83.07M,FINVIZ
VSTM,481.05M,5.73%,130.70M,171.99M,FINVIZ
VTAQ,214.90M,0.02%,17.27M,21.56M,FINVIZ
VTAQR,N/A,N/A,N/A,N/A,YAHOO
VTAQU,-,0.00%,13.57M,-,FINVIZ
VTC,Not Found,Not Found,Not Found,Not Found,YAHOO
VTGN,447.49M,8.35%,139.47M,189.92M,FINVIZ
VTIP,Not Found,Not Found,Not Found,Not Found,YAHOO
VTIQU,N/A,N/A,30.89M,N/A,YAHOO
VTNR,311.30M,9.00%,43.96M,52.68M,FINVIZ
VTRS,16.23B,2.36%,1.21B,1.21B,FINVIZ
VTSI,87.78M,1.76%,10.38M,10.64M,FINVIZ
VTVT,122.47M,11.27%,22.52M,58.62M,FINVIZ
VTWO,Not Found,Not Found,Not Found,Not Found,YAHOO
VUZI,721.47M,21.42%,59.14M,63.07M,FINVIZ
VVOS,85.52M,1.66%,17.84M,20.74M,FINVIZ
VVPR,108.68M,1.23%,8.19M,20.18M,FINVIZ
VWE,617.96M,9.08%,24.35M,45.00M,FINVIZ
VWOB,Not Found,Not Found,Not Found,Not Found,YAHOO
VWTR,226.19M,0.90%,18.08M,18.38M,FINVIZ
VXRT,844.33M,17.16%,121.95M,125.27M,YAHOO
VXUS,Not Found,Not Found,Not Found,Not Found,YAHOO
VYGR,141.65M,9.74%,32.65M,37.58M,FINVIZ
VYMI,Not Found,Not Found,Not Found,Not Found,YAHOO
VYNE,70.30M,1.94%,44.90M,51.41M,FINVIZ
VYNT,65.84M,0.41%,25.88M,28.98M,FINVIZ
WAFD,2.30B,4.98%,61.37M,71.80M,FINVIZ
WAFDP,N/A,N/A,64.04M,N/A,YAHOO
WAFU,28.55M,4.03%,1.24M,4.38M,FINVIZ
WALDU,-,0.07%,4.81M,-,FINVIZ
WATT,128.41M,10.68%,61.35M,62.08M,FINVIZ
WAVE,-,0.37%,5.86M,-,FINVIZ
WB,10.34B,25.60%,55.69M,228.10M,FINVIZ
WBA,40.82B,2.50%,716.47M,865.10M,FINVIZ
WCLD,Not Found,Not Found,Not Found,Not Found,YAHOO
WDAY,71.97B,4.02%,189.24M,246.94M,FINVIZ
WDC,16.22B,2.65%,305.22M,306.45M,FINVIZ
WEN,4.93B,4.36%,189.02M,221.87M,FINVIZ
WERN,3.08B,5.51%,61.62M,67.93M,FINVIZ
WETF,919.46M,8.13%,106.97M,145.54M,FINVIZ
WFRD,1.92B,0.42%,65.27M,70.00M,FINVIZ
WHF,319.95M,1.15%,N/A,22.87M,YAHOO
WHLM,28.38M,0.41%,3.83M,5.16M,FINVIZ
WHLR,23.74M,2.65%,7.11M,9.71M,FINVIZ
WIMI,439.26M,6.08%,66.59M,80.95M,FINVIZ
